nv,mu,phi,r0_small,r0_large
19,0.0949963704011567,0.8230557997378773,0.9992492492492493,1.3996496496496498
19,0.0949963704011567,0.8230557997378748,0.9992492492492493,1.3996496496496498
19,0.0949963704011567,0.8230557997378793,0.9992492492492493,1.3996496496496498
31,0.09685551505548305,0.8244862920705565,0.9992492492492493,1.3996496496496498
31,0.09685551505548305,0.8244862920705613,0.9992492492492493,1.3996496496496498
31,0.09685551505548305,0.8244862920705577,0.9992492492492493,1.3996496496496498
31,0.09685551505548305,0.8244862920705391,0.9992492492492493,1.3996496496496498
31,0.09685551505548305,0.8244862920705532,0.9992492492492493,1.3996496496496498
31,0.09685551505548305,0.8244862920705424,0.9992492492492493,1.3996496496496498
31,0.09685551505548305,0.8244862920705426,0.9992492492492493,1.3996496496496498
31,0.09685551505548305,0.8244862920705527,0.9992492492492493,1.3996496496496498
31,0.09685551505548305,0.8244862920705346,0.9992492492492493,1.3996496496496498
31,0.09685551505548305,0.8244862920705477,0.9992492492492493,1.3996496496496498
5,0.08494776691458673,0.6030484069644034,0.9992492492492493,1.3996496496496498
5,0.08494776691458673,0.6030484069644013,1.0017517517517518,1.4071571571571573
5,0.08494776691458673,0.603048406964405,1.0142642642642643,1.4046546546546548
5,0.08494776691458673,0.6030484069644044,1.008425091758425,1.4221721721721723
5,0.08494776691458673,0.6030484069643988,1.0142642642642643,1.4096596596596598
5,0.08494776691458673,0.6030484069644038,1.0105105105105106,1.4021521521521523
5,0.08494776691458673,0.6030484069644051,1.0117617617617618,1.4021521521521523
5,0.08494776691458673,0.6030484069644068,0.9967467467467468,1.3996496496496498
5,0.08494776691458673,0.6030484069644058,1.0017517517517518,1.4046546546546548
5,0.08494776691458673,0.6030484069643978,0.9992492492492493,1.400900900900901
7,0.08810175736056135,0.6055581115765228,0.9992492492492493,1.3996496496496498
7,0.08810175736056135,0.6055581115765047,1.0142642642642643,1.4021521521521523
7,0.08810175736056135,0.6055581115765242,1.0067567567567568,1.4021521521521523
7,0.08810175736056135,0.6055581115765264,1.0017517517517518,1.4121621621621623
7,0.08810175736056135,0.6055581115765296,1.0017517517517518,1.4021521521521523
7,0.08810175736056135,0.6055581115765097,1.0017517517517518,1.4046546546546548
7,0.08810175736056135,0.6055581115765079,1.0142642642642643,1.4071571571571573
7,0.08810175736056135,0.6055581115765067,1.0092592592592593,1.4054888221554889
7,0.08810175736056135,0.6055581115765134,0.9992492492492493,1.4071571571571573
7,0.08810175736056135,0.6055581115765108,1.0017517517517518,1.4071571571571573
11,0.0917953340839378,0.6086904859490824,1.0092592592592593,1.4071571571571573
11,0.0917953340839378,0.6086904859490789,1.0117617617617618,1.4046546546546548
11,0.0917953340839378,0.6086904859490756,1.0042542542542543,1.405905905905906
11,0.0917953340839378,0.6086904859490747,1.0092592592592593,1.3996496496496498
